n	feature	read_length	srr	val
18872	CDS	27	SRR1257235	288568
19152	CDS	28	SRR1257235	750272
19302	CDS	29	SRR1257235	1292586
19223	CDS	30	SRR1257235	1090268
19026	CDS	31	SRR1257235	431772
18785	CDS	32	SRR1257235	97917
18603	CDS	33	SRR1257235	21591
18327	CDS	34	SRR1257235	8410
18052	CDS	35	SRR1257235	4456
7506	lncRNA	25	SRR1257235	718
8101	lncRNA	26	SRR1257235	1163
8815	lncRNA	27	SRR1257235	2376
9902	lncRNA	28	SRR1257235	5680
10364	lncRNA	29	SRR1257235	10184
10070	lncRNA	30	SRR1257235	9310
9501	lncRNA	31	SRR1257235	4400
8857	lncRNA	32	SRR1257235	1077
8272	lncRNA	33	SRR1257235	277
7743	lncRNA	34	SRR1257235	184
6908	lncRNA	35	SRR1257235	143
217	sno/miRNA	25	SRR1257235	8
217	sno/miRNA	26	SRR1257235	13
225	sno/miRNA	27	SRR1257235	33
249	sno/miRNA	28	SRR1257235	32
232	sno/miRNA	29	SRR1257235	72
236	sno/miRNA	30	SRR1257235	64
232	sno/miRNA	31	SRR1257235	28
208	sno/miRNA	32	SRR1257235	17
186	sno/miRNA	33	SRR1257235	3
157	sno/miRNA	34	SRR1257235	1
141	sno/miRNA	35	SRR1257235	2
18371	CDS	25	SRR1257236	86586
18610	CDS	26	SRR1257236	170306
18872	CDS	27	SRR1257236	397665
19152	CDS	28	SRR1257236	1062723
19302	CDS	29	SRR1257236	1899597
19223	CDS	30	SRR1257236	1650166
19026	CDS	31	SRR1257236	677348
18785	CDS	32	SRR1257236	158459
18603	CDS	33	SRR1257236	34999
18327	CDS	34	SRR1257236	14023
18052	CDS	35	SRR1257236	7602
7506	lncRNA	25	SRR1257236	1099
8101	lncRNA	26	SRR1257236	1825
8815	lncRNA	27	SRR1257236	3595
9902	lncRNA	28	SRR1257236	8326
10364	lncRNA	29	SRR1257236	15567
10070	lncRNA	30	SRR1257236	14706
9501	lncRNA	31	SRR1257236	7009
8857	lncRNA	32	SRR1257236	1941
8272	lncRNA	33	SRR1257236	452
7743	lncRNA	34	SRR1257236	231
6908	lncRNA	35	SRR1257236	217
217	sno/miRNA	25	SRR1257236	20
217	sno/miRNA	26	SRR1257236	24
225	sno/miRNA	27	SRR1257236	34
249	sno/miRNA	28	SRR1257236	44
232	sno/miRNA	29	SRR1257236	82
236	sno/miRNA	30	SRR1257236	93
232	sno/miRNA	31	SRR1257236	32
208	sno/miRNA	32	SRR1257236	28
186	sno/miRNA	33	SRR1257236	5
157	sno/miRNA	34	SRR1257236	4
141	sno/miRNA	35	SRR1257236	6
18371	CDS	25	SRR1257237	38718
18610	CDS	26	SRR1257237	125274
18872	CDS	27	SRR1257237	363406
19152	CDS	28	SRR1257237	858130
19302	CDS	29	SRR1257237	1206882
19223	CDS	30	SRR1257237	815654
19026	CDS	31	SRR1257237	248397
18785	CDS	32	SRR1257237	48593
18603	CDS	33	SRR1257237	13338
18327	CDS	34	SRR1257237	6535
18052	CDS	35	SRR1257237	3686
7506	lncRNA	25	SRR1257237	476
8101	lncRNA	26	SRR1257237	1614
8815	lncRNA	27	SRR1257237	2447
9902	lncRNA	28	SRR1257237	5599
10364	lncRNA	29	SRR1257237	9093
10070	lncRNA	30	SRR1257237	6939
9501	lncRNA	31	SRR1257237	2690
8857	lncRNA	32	SRR1257237	709
8272	lncRNA	33	SRR1257237	271
7743	lncRNA	34	SRR1257237	182
6908	lncRNA	35	SRR1257237	154
217	sno/miRNA	25	SRR1257237	13
217	sno/miRNA	26	SRR1257237	13
225	sno/miRNA	27	SRR1257237	21
249	sno/miRNA	28	SRR1257237	26
232	sno/miRNA	29	SRR1257237	45
236	sno/miRNA	30	SRR1257237	53
232	sno/miRNA	31	SRR1257237	8
208	sno/miRNA	32	SRR1257237	4
186	sno/miRNA	33	SRR1257237	3
157	sno/miRNA	34	SRR1257237	0
141	sno/miRNA	35	SRR1257237	0
18371	CDS	25	SRR1257238	38496
18610	CDS	26	SRR1257238	117394
18872	CDS	27	SRR1257238	327811
19152	CDS	28	SRR1257238	752702
19302	CDS	29	SRR1257238	1013312
19223	CDS	30	SRR1257238	681763
19026	CDS	31	SRR1257238	200253
18785	CDS	32	SRR1257238	37462
18603	CDS	33	SRR1257238	9099
18327	CDS	34	SRR1257238	3970
18052	CDS	35	SRR1257238	2334
7506	lncRNA	25	SRR1257238	508
8101	lncRNA	26	SRR1257238	1686
8815	lncRNA	27	SRR1257238	2359
9902	lncRNA	28	SRR1257238	4934
10364	lncRNA	29	SRR1257238	7189
10070	lncRNA	30	SRR1257238	5547
9501	lncRNA	31	SRR1257238	1916
8857	lncRNA	32	SRR1257238	463
8272	lncRNA	33	SRR1257238	174
7743	lncRNA	34	SRR1257238	105
6908	lncRNA	35	SRR1257238	96
217	sno/miRNA	25	SRR1257238	11
217	sno/miRNA	26	SRR1257238	16
225	sno/miRNA	27	SRR1257238	7
249	sno/miRNA	28	SRR1257238	32
232	sno/miRNA	29	SRR1257238	34
236	sno/miRNA	30	SRR1257238	33
232	sno/miRNA	31	SRR1257238	7
208	sno/miRNA	32	SRR1257238	5
186	sno/miRNA	33	SRR1257238	0
157	sno/miRNA	34	SRR1257238	0
141	sno/miRNA	35	SRR1257238	0
18371	CDS	25	SRR1257239	26152
18610	CDS	26	SRR1257239	84609
18872	CDS	27	SRR1257239	262190
19152	CDS	28	SRR1257239	666233
19302	CDS	29	SRR1257239	981189
19223	CDS	30	SRR1257239	702829
19026	CDS	31	SRR1257239	223745
18785	CDS	32	SRR1257239	46178
18603	CDS	33	SRR1257239	13182
18327	CDS	34	SRR1257239	6967
18052	CDS	35	SRR1257239	4455
7506	lncRNA	25	SRR1257239	337
8101	lncRNA	26	SRR1257239	905
8815	lncRNA	27	SRR1257239	2008
9902	lncRNA	28	SRR1257239	4666
10364	lncRNA	29	SRR1257239	7268
10070	lncRNA	30	SRR1257239	5862
9501	lncRNA	31	SRR1257239	2368
8857	lncRNA	32	SRR1257239	673
8272	lncRNA	33	SRR1257239	241
7743	lncRNA	34	SRR1257239	182
6908	lncRNA	35	SRR1257239	219
217	sno/miRNA	25	SRR1257239	11
217	sno/miRNA	26	SRR1257239	6
225	sno/miRNA	27	SRR1257239	15
249	sno/miRNA	28	SRR1257239	22
232	sno/miRNA	29	SRR1257239	29
236	sno/miRNA	30	SRR1257239	37
232	sno/miRNA	31	SRR1257239	12
208	sno/miRNA	32	SRR1257239	6
186	sno/miRNA	33	SRR1257239	1
157	sno/miRNA	34	SRR1257239	1
141	sno/miRNA	35	SRR1257239	1
18371	CDS	25	SRR1257240	44940
18610	CDS	26	SRR1257240	148136
18872	CDS	27	SRR1257240	489381
19152	CDS	28	SRR1257240	1274798
19302	CDS	29	SRR1257240	1869883
19223	CDS	30	SRR1257240	1310519
19026	CDS	31	SRR1257240	407968
18785	CDS	32	SRR1257240	80165
18603	CDS	33	SRR1257240	20655
18327	CDS	34	SRR1257240	10075
18052	CDS	35	SRR1257240	5730
7506	lncRNA	25	SRR1257240	555
8101	lncRNA	26	SRR1257240	1787
8815	lncRNA	27	SRR1257240	3633
9902	lncRNA	28	SRR1257240	8822
10364	lncRNA	29	SRR1257240	14225
10070	lncRNA	30	SRR1257240	10926
9501	lncRNA	31	SRR1257240	4222
8857	lncRNA	32	SRR1257240	1048
8272	lncRNA	33	SRR1257240	337
7743	lncRNA	34	SRR1257240	250
6908	lncRNA	35	SRR1257240	273
217	sno/miRNA	25	SRR1257240	8
217	sno/miRNA	26	SRR1257240	8
225	sno/miRNA	27	SRR1257240	15
249	sno/miRNA	28	SRR1257240	46
232	sno/miRNA	29	SRR1257240	84
236	sno/miRNA	30	SRR1257240	71
232	sno/miRNA	31	SRR1257240	21
208	sno/miRNA	32	SRR1257240	15
186	sno/miRNA	33	SRR1257240	5
157	sno/miRNA	34	SRR1257240	2
141	sno/miRNA	35	SRR1257240	3
18371	CDS	25	SRR1257241	33723
18610	CDS	26	SRR1257241	110592
18872	CDS	27	SRR1257241	373029
19152	CDS	28	SRR1257241	966648
19302	CDS	29	SRR1257241	1479756
19223	CDS	30	SRR1257241	1092837
19026	CDS	31	SRR1257241	362293
18785	CDS	32	SRR1257241	73720
18603	CDS	33	SRR1257241	17953
18327	CDS	34	SRR1257241	8577
18052	CDS	35	SRR1257241	5177
7506	lncRNA	25	SRR1257241	446
8101	lncRNA	26	SRR1257241	1277
8815	lncRNA	27	SRR1257241	2957
9902	lncRNA	28	SRR1257241	6743
10364	lncRNA	29	SRR1257241	11220
10070	lncRNA	30	SRR1257241	8842
9501	lncRNA	31	SRR1257241	3679
8857	lncRNA	32	SRR1257241	988
8272	lncRNA	33	SRR1257241	349
7743	lncRNA	34	SRR1257241	232
6908	lncRNA	35	SRR1257241	236
217	sno/miRNA	25	SRR1257241	2
217	sno/miRNA	26	SRR1257241	10
225	sno/miRNA	27	SRR1257241	14
249	sno/miRNA	28	SRR1257241	46
232	sno/miRNA	29	SRR1257241	80
236	sno/miRNA	30	SRR1257241	70
232	sno/miRNA	31	SRR1257241	14
208	sno/miRNA	32	SRR1257241	15
186	sno/miRNA	33	SRR1257241	7
157	sno/miRNA	34	SRR1257241	0
141	sno/miRNA	35	SRR1257241	3
18371	CDS	25	SRR1257242	46880
18610	CDS	26	SRR1257242	134311
18872	CDS	27	SRR1257242	404245
19152	CDS	28	SRR1257242	1001676
19302	CDS	29	SRR1257242	1516409
19223	CDS	30	SRR1257242	1121375
19026	CDS	31	SRR1257242	378597
18785	CDS	32	SRR1257242	77078
18603	CDS	33	SRR1257242	18410
18327	CDS	34	SRR1257242	8586
18052	CDS	35	SRR1257242	4823
7506	lncRNA	25	SRR1257242	549
8101	lncRNA	26	SRR1257242	1402
8815	lncRNA	27	SRR1257242	3263
9902	lncRNA	28	SRR1257242	7205
10364	lncRNA	29	SRR1257242	11584
10070	lncRNA	30	SRR1257242	9235
9501	lncRNA	31	SRR1257242	3934
8857	lncRNA	32	SRR1257242	1028
8272	lncRNA	33	SRR1257242	372
7743	lncRNA	34	SRR1257242	228
6908	lncRNA	35	SRR1257242	254
217	sno/miRNA	25	SRR1257242	18
217	sno/miRNA	26	SRR1257242	15
225	sno/miRNA	27	SRR1257242	30
249	sno/miRNA	28	SRR1257242	40
232	sno/miRNA	29	SRR1257242	73
236	sno/miRNA	30	SRR1257242	73
232	sno/miRNA	31	SRR1257242	30
208	sno/miRNA	32	SRR1257242	14
186	sno/miRNA	33	SRR1257242	8
157	sno/miRNA	34	SRR1257242	1
141	sno/miRNA	35	SRR1257242	1
18371	CDS	25	SRR1257243	29033
18610	CDS	26	SRR1257243	75381
18872	CDS	27	SRR1257243	201671
19152	CDS	28	SRR1257243	481031
19302	CDS	29	SRR1257243	765049
19223	CDS	30	SRR1257243	632985
19026	CDS	31	SRR1257243	260448
18785	CDS	32	SRR1257243	62577
18603	CDS	33	SRR1257243	15144
18327	CDS	34	SRR1257243	6300
18052	CDS	35	SRR1257243	3728
7506	lncRNA	25	SRR1257243	481
8101	lncRNA	26	SRR1257243	1817
8815	lncRNA	27	SRR1257243	1703
9902	lncRNA	28	SRR1257243	3497
10364	lncRNA	29	SRR1257243	6019
10070	lncRNA	30	SRR1257243	5829
9501	lncRNA	31	SRR1257243	2696
8857	lncRNA	32	SRR1257243	867
8272	lncRNA	33	SRR1257243	237
7743	lncRNA	34	SRR1257243	165
6908	lncRNA	35	SRR1257243	151
217	sno/miRNA	25	SRR1257243	3
217	sno/miRNA	26	SRR1257243	3
225	sno/miRNA	27	SRR1257243	12
249	sno/miRNA	28	SRR1257243	18
232	sno/miRNA	29	SRR1257243	30
236	sno/miRNA	30	SRR1257243	44
232	sno/miRNA	31	SRR1257243	24
208	sno/miRNA	32	SRR1257243	12
186	sno/miRNA	33	SRR1257243	7
157	sno/miRNA	34	SRR1257243	1
141	sno/miRNA	35	SRR1257243	2
18371	CDS	25	SRR1257244	48040
18610	CDS	26	SRR1257244	137571
18872	CDS	27	SRR1257244	396408
19152	CDS	28	SRR1257244	941669
19302	CDS	29	SRR1257244	1488660
19223	CDS	30	SRR1257244	1219628
19026	CDS	31	SRR1257244	489661
18785	CDS	32	SRR1257244	115579
18603	CDS	33	SRR1257244	26465
18327	CDS	34	SRR1257244	11026
18052	CDS	35	SRR1257244	6201
7506	lncRNA	25	SRR1257244	692
8101	lncRNA	26	SRR1257244	2025
8815	lncRNA	27	SRR1257244	3094
9902	lncRNA	28	SRR1257244	6767
10364	lncRNA	29	SRR1257244	11815
10070	lncRNA	30	SRR1257244	10806
9501	lncRNA	31	SRR1257244	5319
8857	lncRNA	32	SRR1257244	1589
8272	lncRNA	33	SRR1257244	419
7743	lncRNA	34	SRR1257244	328
6908	lncRNA	35	SRR1257244	298
217	sno/miRNA	25	SRR1257244	6
217	sno/miRNA	26	SRR1257244	18
225	sno/miRNA	27	SRR1257244	26
249	sno/miRNA	28	SRR1257244	43
232	sno/miRNA	29	SRR1257244	57
236	sno/miRNA	30	SRR1257244	72
232	sno/miRNA	31	SRR1257244	37
208	sno/miRNA	32	SRR1257244	25
186	sno/miRNA	33	SRR1257244	10
157	sno/miRNA	34	SRR1257244	1
141	sno/miRNA	35	SRR1257244	2
18371	CDS	25	SRR1257245	32160
18610	CDS	26	SRR1257245	106114
18872	CDS	27	SRR1257245	326430
19152	CDS	28	SRR1257245	807995
19302	CDS	29	SRR1257245	1321292
19223	CDS	30	SRR1257245	1078129
19026	CDS	31	SRR1257245	427656
18785	CDS	32	SRR1257245	97947
18603	CDS	33	SRR1257245	22370
18327	CDS	34	SRR1257245	9331
18052	CDS	35	SRR1257245	5151
7506	lncRNA	25	SRR1257245	385
8101	lncRNA	26	SRR1257245	1180
8815	lncRNA	27	SRR1257245	2423
9902	lncRNA	28	SRR1257245	5413
10364	lncRNA	29	SRR1257245	9661
10070	lncRNA	30	SRR1257245	8660
9501	lncRNA	31	SRR1257245	4096
8857	lncRNA	32	SRR1257245	1209
8272	lncRNA	33	SRR1257245	347
7743	lncRNA	34	SRR1257245	215
6908	lncRNA	35	SRR1257245	239
217	sno/miRNA	25	SRR1257245	7
217	sno/miRNA	26	SRR1257245	13
225	sno/miRNA	27	SRR1257245	12
249	sno/miRNA	28	SRR1257245	22
232	sno/miRNA	29	SRR1257245	53
236	sno/miRNA	30	SRR1257245	53
232	sno/miRNA	31	SRR1257245	28
208	sno/miRNA	32	SRR1257245	18
186	sno/miRNA	33	SRR1257245	4
157	sno/miRNA	34	SRR1257245	5
141	sno/miRNA	35	SRR1257245	1
18371	CDS	25	SRR1257246	47474
18610	CDS	26	SRR1257246	131406
18872	CDS	27	SRR1257246	360869
19152	CDS	28	SRR1257246	827514
19302	CDS	29	SRR1257246	1303838
19223	CDS	30	SRR1257246	1097776
19026	CDS	31	SRR1257246	464387
18785	CDS	32	SRR1257246	115454
18603	CDS	33	SRR1257246	26619
18327	CDS	34	SRR1257246	10885
18052	CDS	35	SRR1257246	6691
7506	lncRNA	25	SRR1257246	616
8101	lncRNA	26	SRR1257246	1483
8815	lncRNA	27	SRR1257246	2707
9902	lncRNA	28	SRR1257246	5654
10364	lncRNA	29	SRR1257246	9738
10070	lncRNA	30	SRR1257246	8864
9501	lncRNA	31	SRR1257246	4491
8857	lncRNA	32	SRR1257246	1327
8272	lncRNA	33	SRR1257246	406
7743	lncRNA	34	SRR1257246	313
6908	lncRNA	35	SRR1257246	250
217	sno/miRNA	25	SRR1257246	12
217	sno/miRNA	26	SRR1257246	12
225	sno/miRNA	27	SRR1257246	16
249	sno/miRNA	28	SRR1257246	31
232	sno/miRNA	29	SRR1257246	50
236	sno/miRNA	30	SRR1257246	63
232	sno/miRNA	31	SRR1257246	24
208	sno/miRNA	32	SRR1257246	14
186	sno/miRNA	33	SRR1257246	5
157	sno/miRNA	34	SRR1257246	3
141	sno/miRNA	35	SRR1257246	1
18371	CDS	25	SRR1257247	63902
18610	CDS	26	SRR1257247	170829
18872	CDS	27	SRR1257247	446505
19152	CDS	28	SRR1257247	1013672
19302	CDS	29	SRR1257247	1581319
19223	CDS	30	SRR1257247	1280980
19026	CDS	31	SRR1257247	502636
18785	CDS	32	SRR1257247	113166
18603	CDS	33	SRR1257247	24013
18327	CDS	34	SRR1257247	8893
18052	CDS	35	SRR1257247	4740
7506	lncRNA	25	SRR1257247	917
8101	lncRNA	26	SRR1257247	1908
8815	lncRNA	27	SRR1257247	3398
9902	lncRNA	28	SRR1257247	7079
10364	lncRNA	29	SRR1257247	12191
10070	lncRNA	30	SRR1257247	10843
9501	lncRNA	31	SRR1257247	5003
8857	lncRNA	32	SRR1257247	1328
8272	lncRNA	33	SRR1257247	341
7743	lncRNA	34	SRR1257247	242
6908	lncRNA	35	SRR1257247	202
217	sno/miRNA	25	SRR1257247	16
217	sno/miRNA	26	SRR1257247	28
225	sno/miRNA	27	SRR1257247	31
249	sno/miRNA	28	SRR1257247	49
232	sno/miRNA	29	SRR1257247	74
236	sno/miRNA	30	SRR1257247	81
232	sno/miRNA	31	SRR1257247	26
208	sno/miRNA	32	SRR1257247	22
186	sno/miRNA	33	SRR1257247	2
157	sno/miRNA	34	SRR1257247	2
141	sno/miRNA	35	SRR1257247	1
18371	CDS	25	SRR1257248	55604
18610	CDS	26	SRR1257248	124193
18872	CDS	27	SRR1257248	306850
19152	CDS	28	SRR1257248	724057
19302	CDS	29	SRR1257248	1131097
19223	CDS	30	SRR1257248	877246
19026	CDS	31	SRR1257248	320800
18785	CDS	32	SRR1257248	68514
18603	CDS	33	SRR1257248	15484
18327	CDS	34	SRR1257248	6658
18052	CDS	35	SRR1257248	3670
7506	lncRNA	25	SRR1257248	709
8101	lncRNA	26	SRR1257248	1313
8815	lncRNA	27	SRR1257248	2513
9902	lncRNA	28	SRR1257248	5365
10364	lncRNA	29	SRR1257248	9180
10070	lncRNA	30	SRR1257248	7635
9501	lncRNA	31	SRR1257248	3250
8857	lncRNA	32	SRR1257248	894
8272	lncRNA	33	SRR1257248	235
7743	lncRNA	34	SRR1257248	160
6908	lncRNA	35	SRR1257248	132
217	sno/miRNA	25	SRR1257248	13
217	sno/miRNA	26	SRR1257248	15
225	sno/miRNA	27	SRR1257248	26
249	sno/miRNA	28	SRR1257248	44
232	sno/miRNA	29	SRR1257248	53
236	sno/miRNA	30	SRR1257248	52
232	sno/miRNA	31	SRR1257248	21
208	sno/miRNA	32	SRR1257248	14
186	sno/miRNA	33	SRR1257248	4
157	sno/miRNA	34	SRR1257248	2
141	sno/miRNA	35	SRR1257248	0
18371	CDS	25	SRR1257249	50693
18610	CDS	26	SRR1257249	103124
18872	CDS	27	SRR1257249	242486
19152	CDS	28	SRR1257249	716462
19302	CDS	29	SRR1257249	972547
19223	CDS	30	SRR1257249	545171
19026	CDS	31	SRR1257249	114690
18785	CDS	32	SRR1257249	17236
18603	CDS	33	SRR1257249	4911
18327	CDS	34	SRR1257249	2503
18052	CDS	35	SRR1257249	1605
7506	lncRNA	25	SRR1257249	546
8101	lncRNA	26	SRR1257249	1589
8815	lncRNA	27	SRR1257249	1317
9902	lncRNA	28	SRR1257249	3496
10364	lncRNA	29	SRR1257249	4368
10070	lncRNA	30	SRR1257249	2705
9501	lncRNA	31	SRR1257249	735
8857	lncRNA	32	SRR1257249	203
8272	lncRNA	33	SRR1257249	132
7743	lncRNA	34	SRR1257249	110
6908	lncRNA	35	SRR1257249	124
217	sno/miRNA	25	SRR1257249	9
217	sno/miRNA	26	SRR1257249	10
225	sno/miRNA	27	SRR1257249	5
249	sno/miRNA	28	SRR1257249	11
232	sno/miRNA	29	SRR1257249	5
236	sno/miRNA	30	SRR1257249	9
232	sno/miRNA	31	SRR1257249	6
208	sno/miRNA	32	SRR1257249	0
186	sno/miRNA	33	SRR1257249	1
157	sno/miRNA	34	SRR1257249	1
141	sno/miRNA	35	SRR1257249	3
18371	CDS	25	SRR1257250	70354
18610	CDS	26	SRR1257250	152561
18872	CDS	27	SRR1257250	393837
19152	CDS	28	SRR1257250	1089450
19302	CDS	29	SRR1257250	1290611
19223	CDS	30	SRR1257250	589914
19026	CDS	31	SRR1257250	100714
18785	CDS	32	SRR1257250	14307
18603	CDS	33	SRR1257250	4403
18327	CDS	34	SRR1257250	2275
18052	CDS	35	SRR1257250	1430
7506	lncRNA	25	SRR1257250	702
8101	lncRNA	26	SRR1257250	1626
8815	lncRNA	27	SRR1257250	2077
9902	lncRNA	28	SRR1257250	5239
10364	lncRNA	29	SRR1257250	5941
10070	lncRNA	30	SRR1257250	3237
9501	lncRNA	31	SRR1257250	796
8857	lncRNA	32	SRR1257250	177
8272	lncRNA	33	SRR1257250	120
7743	lncRNA	34	SRR1257250	113
6908	lncRNA	35	SRR1257250	117
217	sno/miRNA	25	SRR1257250	5
217	sno/miRNA	26	SRR1257250	10
225	sno/miRNA	27	SRR1257250	13
249	sno/miRNA	28	SRR1257250	25
232	sno/miRNA	29	SRR1257250	30
236	sno/miRNA	30	SRR1257250	11
232	sno/miRNA	31	SRR1257250	2
208	sno/miRNA	32	SRR1257250	2
186	sno/miRNA	33	SRR1257250	2
157	sno/miRNA	34	SRR1257250	0
141	sno/miRNA	35	SRR1257250	0
18371	CDS	25	SRR1257251	54574
18610	CDS	26	SRR1257251	122162
18872	CDS	27	SRR1257251	329005
19152	CDS	28	SRR1257251	963074
19302	CDS	29	SRR1257251	1163160
19223	CDS	30	SRR1257251	504591
19026	CDS	31	SRR1257251	80735
18785	CDS	32	SRR1257251	12073
18603	CDS	33	SRR1257251	4255
18327	CDS	34	SRR1257251	2211
18052	CDS	35	SRR1257251	1381
7506	lncRNA	25	SRR1257251	495
8101	lncRNA	26	SRR1257251	1244
8815	lncRNA	27	SRR1257251	1857
9902	lncRNA	28	SRR1257251	4702
10364	lncRNA	29	SRR1257251	5464
10070	lncRNA	30	SRR1257251	3001
9501	lncRNA	31	SRR1257251	640
8857	lncRNA	32	SRR1257251	157
8272	lncRNA	33	SRR1257251	97
7743	lncRNA	34	SRR1257251	116
6908	lncRNA	35	SRR1257251	100
217	sno/miRNA	25	SRR1257251	4
217	sno/miRNA	26	SRR1257251	6
225	sno/miRNA	27	SRR1257251	10
249	sno/miRNA	28	SRR1257251	12
232	sno/miRNA	29	SRR1257251	24
236	sno/miRNA	30	SRR1257251	14
232	sno/miRNA	31	SRR1257251	3
208	sno/miRNA	32	SRR1257251	1
186	sno/miRNA	33	SRR1257251	1
157	sno/miRNA	34	SRR1257251	0
141	sno/miRNA	35	SRR1257251	0
18371	CDS	25	SRR1257252	52982
18610	CDS	26	SRR1257252	120690
18872	CDS	27	SRR1257252	311333
19152	CDS	28	SRR1257252	902311
19302	CDS	29	SRR1257252	1243713
19223	CDS	30	SRR1257252	719687
19026	CDS	31	SRR1257252	157748
18785	CDS	32	SRR1257252	25236
18603	CDS	33	SRR1257252	7401
18327	CDS	34	SRR1257252	3807
18052	CDS	35	SRR1257252	2609
7506	lncRNA	25	SRR1257252	572
8101	lncRNA	26	SRR1257252	1162
8815	lncRNA	27	SRR1257252	1962
9902	lncRNA	28	SRR1257252	4826
10364	lncRNA	29	SRR1257252	6712
10070	lncRNA	30	SRR1257252	4523
9501	lncRNA	31	SRR1257252	1370
8857	lncRNA	32	SRR1257252	309
8272	lncRNA	33	SRR1257252	154
7743	lncRNA	34	SRR1257252	154
6908	lncRNA	35	SRR1257252	145
217	sno/miRNA	25	SRR1257252	13
217	sno/miRNA	26	SRR1257252	12
225	sno/miRNA	27	SRR1257252	11
249	sno/miRNA	28	SRR1257252	17
232	sno/miRNA	29	SRR1257252	26
236	sno/miRNA	30	SRR1257252	21
232	sno/miRNA	31	SRR1257252	9
208	sno/miRNA	32	SRR1257252	4
186	sno/miRNA	33	SRR1257252	5
157	sno/miRNA	34	SRR1257252	3
141	sno/miRNA	35	SRR1257252	4
18371	CDS	25	SRR1257253	60405
18610	CDS	26	SRR1257253	122241
18872	CDS	27	SRR1257253	290314
19152	CDS	28	SRR1257253	859693
19302	CDS	29	SRR1257253	1148023
19223	CDS	30	SRR1257253	614891
19026	CDS	31	SRR1257253	122113
18785	CDS	32	SRR1257253	19571
18603	CDS	33	SRR1257253	6271
18327	CDS	34	SRR1257253	3395
18052	CDS	35	SRR1257253	2201
7506	lncRNA	25	SRR1257253	613
8101	lncRNA	26	SRR1257253	1062
8815	lncRNA	27	SRR1257253	1784
9902	lncRNA	28	SRR1257253	4218
10364	lncRNA	29	SRR1257253	5287
10070	lncRNA	30	SRR1257253	3380
9501	lncRNA	31	SRR1257253	982
8857	lncRNA	32	SRR1257253	236
8272	lncRNA	33	SRR1257253	122
7743	lncRNA	34	SRR1257253	111
6908	lncRNA	35	SRR1257253	160
217	sno/miRNA	25	SRR1257253	9
217	sno/miRNA	26	SRR1257253	14
225	sno/miRNA	27	SRR1257253	15
249	sno/miRNA	28	SRR1257253	13
232	sno/miRNA	29	SRR1257253	25
236	sno/miRNA	30	SRR1257253	18
232	sno/miRNA	31	SRR1257253	9
208	sno/miRNA	32	SRR1257253	1
186	sno/miRNA	33	SRR1257253	5
157	sno/miRNA	34	SRR1257253	2
141	sno/miRNA	35	SRR1257253	1
18371	CDS	25	SRR1257254	76276
18610	CDS	26	SRR1257254	150860
18872	CDS	27	SRR1257254	372962
19152	CDS	28	SRR1257254	1048250
19302	CDS	29	SRR1257254	1330007
19223	CDS	30	SRR1257254	660067
19026	CDS	31	SRR1257254	117500
18785	CDS	32	SRR1257254	16892
18603	CDS	33	SRR1257254	5016
18327	CDS	34	SRR1257254	2262
18052	CDS	35	SRR1257254	1327
7506	lncRNA	25	SRR1257254	748
8101	lncRNA	26	SRR1257254	1270
8815	lncRNA	27	SRR1257254	2540
9902	lncRNA	28	SRR1257254	6226
10364	lncRNA	29	SRR1257254	7794
10070	lncRNA	30	SRR1257254	4394
9501	lncRNA	31	SRR1257254	1026
8857	lncRNA	32	SRR1257254	199
8272	lncRNA	33	SRR1257254	93
7743	lncRNA	34	SRR1257254	81
6908	lncRNA	35	SRR1257254	85
217	sno/miRNA	25	SRR1257254	12
217	sno/miRNA	26	SRR1257254	7
225	sno/miRNA	27	SRR1257254	23
249	sno/miRNA	28	SRR1257254	32
232	sno/miRNA	29	SRR1257254	27
236	sno/miRNA	30	SRR1257254	26
232	sno/miRNA	31	SRR1257254	5
208	sno/miRNA	32	SRR1257254	3
186	sno/miRNA	33	SRR1257254	2
157	sno/miRNA	34	SRR1257254	1
141	sno/miRNA	35	SRR1257254	0
18371	CDS	25	SRR1257255	45425
18610	CDS	26	SRR1257255	101058
18872	CDS	27	SRR1257255	242092
19152	CDS	28	SRR1257255	694515
19302	CDS	29	SRR1257255	1065687
19223	CDS	30	SRR1257255	722525
19026	CDS	31	SRR1257255	187625
18785	CDS	32	SRR1257255	31409
18603	CDS	33	SRR1257255	7874
18327	CDS	34	SRR1257255	3769
18052	CDS	35	SRR1257255	2362
7506	lncRNA	25	SRR1257255	588
8101	lncRNA	26	SRR1257255	1546
8815	lncRNA	27	SRR1257255	1479
9902	lncRNA	28	SRR1257255	3960
10364	lncRNA	29	SRR1257255	5885
10070	lncRNA	30	SRR1257255	4259
9501	lncRNA	31	SRR1257255	1356
8857	lncRNA	32	SRR1257255	336
8272	lncRNA	33	SRR1257255	153
7743	lncRNA	34	SRR1257255	153
6908	lncRNA	35	SRR1257255	142
217	sno/miRNA	25	SRR1257255	8
217	sno/miRNA	26	SRR1257255	11
225	sno/miRNA	27	SRR1257255	7
249	sno/miRNA	28	SRR1257255	10
232	sno/miRNA	29	SRR1257255	16
236	sno/miRNA	30	SRR1257255	12
232	sno/miRNA	31	SRR1257255	9
208	sno/miRNA	32	SRR1257255	3
186	sno/miRNA	33	SRR1257255	0
157	sno/miRNA	34	SRR1257255	6
141	sno/miRNA	35	SRR1257255	4
